,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
1298,SRM-Institute-of-Science-and-Technology-1,"What is the procedure for B.Tech in SRM Institute Chennai (in details), and do we need to give any extra money for seats and how is the college for B.Tech?",0,2,0/2,No,Requested,2019-01-26,https://www.quora.com/What-is-the-procedure-for-B-Tech-in-SRM-Institute-Chennai-in-details-and-do-we-need-to-give-any-extra-money-for-seats-and-how-is-the-college-for-B-Tech,Sorry but I know the answer of first part only - You have to appear for there entrance exam SRMJEE. Admission into SRM Chennai is solely based on it. 
1299,SRM-Institute-of-Science-and-Technology-1,"What should I choose among SIET Karnal, VIT and SRM?",2,1,2/1,No,Followed,2019-01-27,https://www.quora.com/What-should-I-choose-among-SIET-Karnal-VIT-and-SRM,Hi SIET karnal is not an older college and comes into existence few years back whereas VIT vellore and SRM University are quite older. One is governed by Haryana state and others are top private institution with good all India ranking. No you need to decide which is better for you as if we go through the overall brand value vit comes first srm second then siet haryana. Investment wise first two would be too costly then siet. Rest it depends what’s your future prospect related to engineering degree. So better check everything before investing in anyone. Good luck. 
1300,SRM-Institute-of-Science-and-Technology-1,"Does SRM University, Kattankulathur offer a B.Ed course?",1,1,1/1,No,Followed,2019-01-23,https://www.quora.com/Does-SRM-University-Kattankulathur-offer-a-B-Ed-course,No SRM University does not offer B.Ed Courses. However it offers various other courses. You can check them out at http://www.srmuniv.ac.in/academics/colleges-and-schools. 
1301,SRM-Institute-of-Science-and-Technology-1,How were the placements at SRM during your time?,0,1,0/1,No,Requested,2019-01-23,https://www.quora.com/How-were-the-placements-at-SRM-during-your-time,Lebenews Originals presents: *The Engineers* Caption is not required. Read the post now- Real News | Lebenews | India 
1302,SRM-Institute-of-Science-and-Technology-1,Where can I find raves or parties (psytrance or techno) around Chennai and SRM University?,2,1,2/1,No,Followed,2019-01-24,https://www.quora.com/Where-can-I-find-raves-or-parties-psytrance-or-techno-around-Chennai-and-SRM-University,"You could follow ‘Go:madras’ for techno in chennai, this will further help you explore connections of what you’re actully looking for. "
1303,SRM-Institute-of-Science-and-Technology-1,Can I apply for transcripts at SRM KTR with an arrear? If no how do I show proof for CGPA to percentage conversion?,2,1,2/1,No,Followed,2019-01-21,https://www.quora.com/Can-I-apply-for-transcripts-at-SRM-KTR-with-an-arrear-If-no-how-do-I-show-proof-for-CGPA-to-percentage-conversion,"I don't think this will be a issue, you can apply coz transcript is something which have your mark and grade for the subject So if have got less marks in one subject and got a arrear that subject will have F grade and the mark you got for Percentage should be there But there might be a *for the subject you didn't clear or some indication for the same "
1304,SRM-Institute-of-Science-and-Technology-1,Can students be shortlisted on the basis of GPA or percentage in SRM placements 2018?,4,1,4/1,Yes,Followed,2019-05-20,https://www.quora.com/Can-students-be-shortlisted-on-the-basis-of-GPA-or-percentage-in-SRM-placements-2018,CGPA is converted to percentage on the basis of it you will know that ur eligible to apply in the which company. 
1305,SRM-Institute-of-Science-and-Technology-1,"Can I get a scholarship for a part-time course at SRM Institute of Science and Technology, Kattankulathur?",1,1,1/1,No,Followed,2019-01-21,https://www.quora.com/Can-I-get-a-scholarship-for-a-part-time-course-at-SRM-Institute-of-Science-and-Technology-Kattankulathur,"SRM Institute of Science and Technology (formerly known as SRM University) offers several scholarships, fee waiver schemes, teaching and research assistance to meritorious and deserving students. Large number of students tremendously benefit from such schemes. In 2017 - 2018 nearly 2650 students benefited from various schemes with a total of Rs. 28.9 crores distributed as scholarship. To encourage and support students of exemplary talent, several scholarship are instituted to recognize excellence in academic, sports and deserving candidates. The quantum of scholarship and the number of scholarships are subject to change from time to time. "
1306,SRM-Institute-of-Science-and-Technology-1,What is it like to spend 4 years at SRM University?,1,3,1/3,No,Followed,2019-01-20,https://www.quora.com/What-is-it-like-to-spend-4-years-at-SRM-University,"Answer to this question is beyond description and would have no end once it starts, so I’ll try and list down some points on how an SRMite feels whenever someone asks him/her, how were your 4 years at SRM: Coming to your hostel room post classes, lying in your bed as soon as you were into a nap an irksome voice yelling “Tambi room clean?” was enough to spoil your moodPlaying COD in hostel (boys) for continuous hours was such a relief!In the scorching heat of Chennai summers, water won’t satisfy your thirst as much as a glass of lime sponsored by your friend wouldFor god sake, who named the fresContinue ReadingAnswer to this question is beyond description and would have no end once it starts, so I’ll try and list down some points on how an SRMite feels whenever someone asks him/her, how were your 4 years at SRM: Coming to your hostel room post classes, lying in your bed as soon as you were into a nap an irksome voice yelling “Tambi room clean?” was enough to spoil your moodPlaying COD in hostel (boys) for continuous hours was such a relief!In the scorching heat of Chennai summers, water won’t satisfy your thirst as much as a glass of lime sponsored by your friend wouldFor god sake, who named the fresher’s program as “Shuru”?Mess food! do I even need to say anything about it? But more importantly, why didn’t we have spoons? And yet, Sunday morning Chole Bhature meant so much!There is no better feeling than to have Chai, sutta, samosa, etc., at Nagaraja’s (near Abode Valley) at 4 AM!75%-80% mandatory attendance is the worst thing that ever happened to us*Correction*: Hostel curfew time (especially for girls) was the worstUB staircases: those who knew, are legends! ;)Sneaking into Abode and Estancia always felt like a classified mission!Java wasn’t just a programming language!Potheri: The Wonderland! No wonder so many people aspired to open a food joint in Potheri post engineering. Lol!Alcohol from Tasmac + Party at someone’s flat = Buckets full of vomitTech Park staircase, are still evident of those countless gossips, laughter and convocation picturesProfessors who gave good internals to everyone were our saviors!Aaruush and Milan was time to either work like hell, or enjoy to the fullest or like some legends - go home for a small vacationSudden planned late night trips to Pondy and Mahabs to watch sunrise deserved applauseThe tension during placements could never be described and the parties after getting placed could never be re-livedYou never studied the subject whose end semester exam was scheduled the next day, you always studied the 12-markers that had a high probability of being in the question paperEarning money by making EG charts in 1st year was a real thing. PeriodNormal people: Breakfast-Lunch-Eve Tea-Dinner but an SRMite: Lunch-Eve Meal- Dinner- Late night dinnerYou go to gym? You are automatically into the Discipline committee :PThere are still so many things that I would’ve missed out, yet 4 years at SRM were so special and would always mean a lot. You don’t just spend 4 years, you create memories for a lifetime! Good day! "
1307,SRM-Institute-of-Science-and-Technology-1,What is it like to spend 4 years at SRM University?,1,3,1/3,No,Followed,2019-01-20,https://www.quora.com/What-is-it-like-to-spend-4-years-at-SRM-University,Full waste of parents money as they charge 4*3 lakh per annum =12+ lakh(only the tuition fee) and due to metro city food and PGs are so costly there but most of all nowadays there placement record is going down don't falls prey to them I can say to u. 
1308,SRM-Institute-of-Science-and-Technology-1,"Which is best, VITEEE or SRM Chennai, and why?",1,1,1/1,No,Followed,2019-01-21,https://www.quora.com/Which-is-best-VITEEE-or-SRM-Chennai-and-why,VIT Chennai …is far better than SRM ..Because if you r a studious guy and u r pretty serious about your engineering carrer then you will get good opportunities in VIT Chennai ..and also placements are very good than SRM !! 
1309,SRM-Institute-of-Science-and-Technology-1,How is the SRM campus of Vadapalani?,1,1,1/1,No,Followed,2019-01-19,https://www.quora.com/How-is-the-SRM-campus-of-Vadapalani,The SRM campus of Vadapalani is a good campus situated in an urbanized area. It is not the main campus of SRM so during placements students are required to travel to the main campus in Kattankulathur. The academics at the Vadapalani campus are mostly similar to those in the other campuses 
1310,SRM-Institute-of-Science-and-Technology-1,How many companies give placements to SRM university? And which companies?,0,1,0/1,No,Requested,2019-01-18,https://www.quora.com/How-many-companies-give-placements-to-SRM-university-And-which-companies,"Coming to numbers in placement, SRM would always be a major player with getting good no. of offers to students. major recruiters in numbers being TCS, Infosys, CTS, WIPRO, Accenture, Capgemini etc. (These would offer around 3.5 LPA). Other recruiters will give less no. offers but with a good package. There were around 300 recruiters who came in 2017–2018 academic year, some with not giving any offers and some in single digits. Cheers "
1311,SRM-Institute-of-Science-and-Technology-1,Should I join CSE at VIT Vellore or SRM Modinagar?,1,3,1/3,No,Followed,2019-01-17,https://www.quora.com/Should-I-join-CSE-at-VIT-Vellore-or-SRM-Modinagar," I being a passed out from VIT Vellore, definitely, I would suggest to take CSE at VIT Vellore, If you get one actually. But here are some stats, (which you can rely upon, not exactly, but approximately) that quantifies your question. Placement stats (Just a mere guesses): If you turn out to be a Great and out standing coder- You will get a package ranging 25–28 LPA or beyond that too, Probability: 3 out of 1000 If you turn out to be a Good coder -You will get a package ranging 12–14 LPA, Probability: 40 out of 1000 If you turn out to be a above Average coder -You will get a package ranging 4–7 LPA Continue Reading I being a passed out from VIT Vellore, definitely, I would suggest to take CSE at VIT Vellore, If you get one actually. But here are some stats, (which you can rely upon, not exactly, but approximately) that quantifies your question. Placement stats (Just a mere guesses): If you turn out to be a Great and out standing coder- You will get a package ranging 25–28 LPA or beyond that too, Probability: 3 out of 1000 If you turn out to be a Good coder -You will get a package ranging 12–14 LPA, Probability: 40 out of 1000 If you turn out to be a above Average coder -You will get a package ranging 4–7 LPA, Probability: 300 out of 1000 If you are not a coder or just a mediocre one- You will get very nominal packages 3–3.5 LPA, Probability: 800 out of 1000. You can check our placement & Training Director ‘s Facebook page for further updates on the same: Samuel Rajkumar A recent snip from his page has been attached :P "
1312,SRM-Institute-of-Science-and-Technology-1,Should I join CSE at VIT Vellore or SRM Modinagar?,1,3,1/3,No,Followed,2019-01-17,https://www.quora.com/Should-I-join-CSE-at-VIT-Vellore-or-SRM-Modinagar,"I suggest you to join vit vellore rather than modinagar SRM campus it's just because the difference is about the main campus,vit has its main campus in Vellore where as SRM university has its main campus in kattankulathur, Chennai,so only prefer joining main campus which provides good infrastructure "
1313,SRM-Institute-of-Science-and-Technology-1,"What can I do as an engineering student in SRM KTR which could add up to my achievements? Can you guide as to what could help me in future (e.g., joining technical clubs, etc.), and how can I use all the facilities here?",2,1,2/1,No,Followed,2019-01-19,https://www.quora.com/What-can-I-do-as-an-engineering-student-in-SRM-KTR-which-could-add-up-to-my-achievements-Can-you-guide-as-to-what-could-help-me-in-future-e-g-joining-technical-clubs-etc-and-how-can-I-use-all-the-facilities-here,"1.Get you GPA to the maximum! That’s the ultimate score point. 2.Get involved in Technical Clubs, asocial Events which adds to your Certificate Pouch. 3.Good conduct with professors will have you a lot in your last Your for Higher studies. 4.PD/EmploymentSkills/Verbal those are just a single credit subject, but it is very useful for competitive exam. "
1314,SRM-Institute-of-Science-and-Technology-1,What score is required in the JEE Mains paper 2 to get admission in SRM Chennai?,0,1,0/1,No,Requested,2019-01-16,https://www.quora.com/What-score-is-required-in-the-JEE-Mains-paper-2-to-get-admission-in-SRM-Chennai,You don’t have to write JEE Mains to get into SRM. You need to write a separate exam called SRMJEE. You can apply for it using the following link SRM Group Of Institutions Even if you failed to score a good rank you can approach the admissions in the college and get inside using the Management Quota. SRM does NOT accept any kind of donations so don't fall prey to the cheap tricks some agents take. Management quota is basically the same as Counselling but you’ll be paying higher fees for the same course. For 2015 batch for Mechanical in VDP Counselling was 1.60 lpa and for Management quota it was 2 lpa. 
1315,SRM-Institute-of-Science-and-Technology-1,"How good are the placements for a CSE at SRM, e.g. the average package?",0,2,0/2,No,Requested,2019-01-15,https://www.quora.com/How-good-are-the-placements-for-a-CSE-at-SRM-e-g-the-average-package,I guess after sitting for srm placements…i guess the best exp detail i can provide u… The placements are good only…many companys do come as u might have seen in website too….the average package depends every year and also on type of companies…In my batch the avg package which was given was 3.5lks per annum…as most of companies came with this much package only(honest review)…..in website they will tell that the avg package was 5–7lkhs per annum but BEWARE they find the avg package of only product based companies and they will never tell u about service based companies….if u are lucky and if u so Continue ReadingI guess after sitting for srm placements…i guess the best exp detail i can provide u… The placements are good only…many companys do come as u might have seen in website too….the average package depends every year and also on type of companies…In my batch the avg package which was given was 3.5lks per annum…as most of companies came with this much package only(honest review)…..in website they will tell that the avg package was 5–7lkhs per annum but BEWARE they find the avg package of only product based companies and they will never tell u about service based companies….if u are lucky and if u somehow manage the campus placement politics(only KTR campus people wont be prey of it) then u can easily crack the product based companies… If u somehow due to bad luck wont be able to crack product based then u will have option of service based companies…nd ur luck is too bad then they will ask u either to remove ur name from placements or by some tricks they will remove ur name or they will ask u to sit in for BPO's type job. My suggestion u can join any good college if ur thinking of placements only….go to any colg and then u can try giving off campus … no need to spend soo much money until u r willing to do too much study….like some free…or unless u r rich…. 
1316,SRM-Institute-of-Science-and-Technology-1,"How good are the placements for a CSE at SRM, e.g. the average package?",0,2,0/2,No,Requested,2019-01-15,https://www.quora.com/How-good-are-the-placements-for-a-CSE-at-SRM-e-g-the-average-package,"The placements are very good especially for the Branches like Cse,It,ece. It does not matter which campus you opt,at the end you have to go to Ktr campus for placements.For 2019 pass out batch the average package is around 35000 per annum.TCS Ninja providing 336000,CTS with 338000,Infosys-360000 and capgemini with 350000.Companies like TCS Digital,High radius provides around 7-8 lakh per annum.Also Amazon,Dell visits campus and provides more than 8 lakh. So do hardwork in your graduation and if you have good Marks in 10th and 12th you will be benefitted. "
1317,SRM-Institute-of-Science-and-Technology-1,"Will I be provided a hostel room for my ninth semester in SRMIST, Ktr? If so, what is the process that I need to follow for that?",1,2,1/2,No,Followed,2019-01-12,https://www.quora.com/Will-I-be-provided-a-hostel-room-for-my-ninth-semester-in-SRMIST-Ktr-If-so-what-is-the-process-that-I-need-to-follow-for-that,"Yes, off course. Talk to hostel administrators. There are many rooms vacant but these hostel administration department people does lot of drama. I don’t know why. Talk to any girls if she has any bed available in her room and then talk to hostel warden and administration officials. "
1318,SRM-Institute-of-Science-and-Technology-1,"Will I be provided a hostel room for my ninth semester in SRMIST, Ktr? If so, what is the process that I need to follow for that?",1,2,1/2,No,Followed,2019-01-12,https://www.quora.com/Will-I-be-provided-a-hostel-room-for-my-ninth-semester-in-SRMIST-Ktr-If-so-what-is-the-process-that-I-need-to-follow-for-that,I think no 
1319,SRM-Institute-of-Science-and-Technology-1,What is the best way to go to SRM University Sonepat from Delhi?,1,1,1/1,No,Followed,2019-01-09,https://www.quora.com/What-is-the-best-way-to-go-to-SRM-University-Sonepat-from-Delhi,Reach jhangirpuri metro station on yellow line by using metro rail. Take exit from gate no 3 and board ecco cabs froms there it will be very convinient and pocket friendly. 
1320,SRM-Institute-of-Science-and-Technology-1,Is it possible to complete a B.Tech in 2 to 3 years from SRM College?,1,2,1/2,No,Followed,2019-01-06,https://www.quora.com/Is-it-possible-to-complete-a-B-Tech-in-2-to-3-years-from-SRM-College,"BTech is a 4 year course ,which need clear understanding of subjects and concepts involved in it and the whole course is divided into 8 semester. Particularly In SRM , There is no provision of completing in 2 to 3 years. After reading this question,Two things are clear. Either the person is in rush to complete every degree possible or the person just want a piece of paper to show often called degree. Considering second case, which is much better to answer. If you just want a degree … a degree… a paper ,you dont need to : Read 40+ subjects.Hundred of assignmentsJob pressureMaintaining good CgpaMiss aContinue ReadingBTech is a 4 year course ,which need clear understanding of subjects and concepts involved in it and the whole course is divided into 8 semester. Particularly In SRM , There is no provision of completing in 2 to 3 years. After reading this question,Two things are clear. Either the person is in rush to complete every degree possible or the person just want a piece of paper to show often called degree. Considering second case, which is much better to answer. If you just want a degree … a degree… a paper ,you dont need to : Read 40+ subjects.Hundred of assignmentsJob pressureMaintaining good CgpaMiss all the major family functions incase you are outside from Tamil nadu,Delhi or Hyderabad.Brother , Be kind to yourself, and choose a path that you like.Prefer learning instead of being entitled as XYZ graduate. There are various other fields where you can get huge success. i hope i answered your question,if not, changing your question to : “Is it possible to complete a degree in 2 to 3 years from College?” can do magic. "
1321,SRM-Institute-of-Science-and-Technology-1,Is it possible to complete a B.Tech in 2 to 3 years from SRM College?,1,2,1/2,No,Followed,2019-01-06,https://www.quora.com/Is-it-possible-to-complete-a-B-Tech-in-2-to-3-years-from-SRM-College,what are u asking It’s not possible to complete b.tech in less than four years Not only in SRM but in all engg colleges in INDIA 
1322,SRM-Institute-of-Science-and-Technology-1,What happens on the registration day for the second semester at SRM?,1,2,1/2,No,Followed,2019-01-04,https://www.quora.com/What-happens-on-the-registration-day-for-the-second-semester-at-SRM,If you are in RAMAPURAM campus you will be starting your normal college from the starting day of college and for ktr i guess you are requested to choose your subjects and the desired faculty for your subjects. 
1323,SRM-Institute-of-Science-and-Technology-1,What happens on the registration day for the second semester at SRM?,1,2,1/2,No,Followed,2019-01-04,https://www.quora.com/What-happens-on-the-registration-day-for-the-second-semester-at-SRM,"You just have to take a printed copy of your selected subject details from academia, sign it and submit it to respective class incharge. "
1324,SRM-Institute-of-Science-and-Technology-1,What is the process to get a B.Tech through the management quota at SRM?,1,2,1/2,No,Followed,2019-01-03,https://www.quora.com/What-is-the-process-to-get-a-B-Tech-through-the-management-quota-at-SRM,"If you are going through mangement quota that means to online calls from srm then they are telling you any amount like:-9 lakh, 7 lakh, 4 lakh, etc. So I preferred to come directly to campus of srm and then ask for admission in enquiry counter they told you the correct amount of fee for the admission. Some of my answers that may be helpful for you:- Should I go directly to SRM University for admission in computer science engineering, or contact any agent as my rank is 76000? What will be my fee? Can I get CSE in SRM Ramapuram with 60k rank? Which is better, electronics in NIT, Raipur or CSE in ins Continue ReadingIf you are going through mangement quota that means to online calls from srm then they are telling you any amount like:-9 lakh, 7 lakh, 4 lakh, etc. So I preferred to come directly to campus of srm and then ask for admission in enquiry counter they told you the correct amount of fee for the admission. Some of my answers that may be helpful for you:- Should I go directly to SRM University for admission in computer science engineering, or contact any agent as my rank is 76000? What will be my fee? Can I get CSE in SRM Ramapuram with 60k rank? Which is better, electronics in NIT, Raipur or CSE in institutes like Amity, SRM, CU, VIT, and Thapar? Thanks for reading… "
1325,SRM-Institute-of-Science-and-Technology-1,What is the process to get a B.Tech through the management quota at SRM?,1,2,1/2,No,Followed,2019-01-03,https://www.quora.com/What-is-the-process-to-get-a-B-Tech-through-the-management-quota-at-SRM,"Just come to the campus with all your certificates and ask for an admission through the management quota, you’ll be given a vast no. of options to choose from. Choose the Course of your choice and apply. You’ll be asked to go through the admission process and pay the fee through Demand Draft. "
1326,SRM-Institute-of-Science-and-Technology-1,Will SRM placements allow students with below 6 CGPA?,1,2,1/2,No,Followed,2018-12-28,https://www.quora.com/Will-SRM-placements-allow-students-with-below-6-CGPA,Very few companies will allow students who have their CGPA below 6. Such students can develop their existing skills and add relevant accomplishments so that companies or the University can consider the student for placement even after seeing a CGPA of 6. Try to develop new and industry oriented skills to increase your chances of getting placed. All the best and don't lose hope :) 
1327,SRM-Institute-of-Science-and-Technology-1,Will SRM placements allow students with below 6 CGPA?,1,2,1/2,No,Followed,2018-12-28,https://www.quora.com/Will-SRM-placements-allow-students-with-below-6-CGPA,No. The minimum CGPA is 6.5 and that too for mass recruiting IT firms only. You may get some below par companies. Try Off-campus recruitment drives of start-ups. They don't really care about CGPA but skills and you'll get decent exposure there. 
1328,SRM-Institute-of-Science-and-Technology-1,Is SRM University good and do we get satisfying placements and packages?,3,3,3/3,No,Followed,2018-12-27,https://www.quora.com/Is-SRM-University-good-and-do-we-get-satisfying-placements-and-packages,"The Placements are good at SRM and the companies are divided into 3 categories. Super Dream companies (above 10 LPA)Dream Companies ( 5–10 LPAMass Recruits. (<5 LPA)Super dream companies like Microsoft, Directo, Adobe, PayPal, Amazon e.t.c., take around 50 students and some companies require CGPA above 8.5+ and obviously you should be from C.S.E or I.T or S.W.E. Dream companies like Aruba Networks, Oracle, TCS Digital, ZS Associates, HashedIn, DXC, Nielsen e.t.c., take around 500 students with criteria as CGPA round 7+. Mass Recruiters like TCS, Infosys, Wipro, Cognizant, HCL, Capgemini, e.t.c.,  Continue ReadingThe Placements are good at SRM and the companies are divided into 3 categories. Super Dream companies (above 10 LPA)Dream Companies ( 5–10 LPAMass Recruits. (<5 LPA)Super dream companies like Microsoft, Directo, Adobe, PayPal, Amazon e.t.c., take around 50 students and some companies require CGPA above 8.5+ and obviously you should be from C.S.E or I.T or S.W.E. Dream companies like Aruba Networks, Oracle, TCS Digital, ZS Associates, HashedIn, DXC, Nielsen e.t.c., take around 500 students with criteria as CGPA round 7+. Mass Recruiters like TCS, Infosys, Wipro, Cognizant, HCL, Capgemini, e.t.c., take around 3000 - 3500 students. As we can see that if you are from school of computing and you can code problems in data structures and algorithms you can definitely get placed in a super dream company with an average package around 20 LPA. And if you are a moderate coder the you can get around 7 LPA. The companies that come for recruitment of core engineering branches are not many but if you are bright student you can get placed in one of those. "
1329,SRM-Institute-of-Science-and-Technology-1,Is SRM University good and do we get satisfying placements and packages?,3,3,3/3,No,Followed,2018-12-27,https://www.quora.com/Is-SRM-University-good-and-do-we-get-satisfying-placements-and-packages,"Yes its good with respect to other private colleges/universities in India.When you compare it with other universities around the world, it stands no where! And about placements, Yes its good! and there is no politics whatsoever and the campus bias is non-existant. You just have to maintain an above average CGPA to be eligible to attend placements. The only things dissapointing about the college are peer group, research and few below par faculties! "
1330,SRM-Institute-of-Science-and-Technology-1,What is the highest salary package at SRM University for a B.Tech?,1,1,1/1,No,Followed,2018-12-27,https://www.quora.com/What-is-the-highest-salary-package-at-SRM-University-for-a-B-Tech,The highest offer really varies time to time. But last year one of CSE senior from SRM Ramapuram Campus has got 39L/ annum package which is damn high package in the entire history of SRM I guess. Wish me luck for next year to get a sweet deal like that as I am gonna be sitting in placements too 
1331,SRM-Institute-of-Science-and-Technology-1,I have a B.tech Computer science from SRM university? Can I do MS abroad?,21,4,21/4,Yes,Followed,2017-06-15,https://www.quora.com/I-have-a-B-tech-Computer-science-from-SRM-university-Can-I-do-MS-abroad,"With a lower CGPA than yours and a decent GRE score of 324 , I was able to get calls from 3 out of five European universities which I applied to. (Maastricht, Antwerp, Bordeaux) So, yes. Of course you can get a more than decent university. Research papers in the field you intend to study help a lot. Getting a good admit is about your entire profile and it already seems quite strong. I suggest you use the free account on Overseas Education - Online platform for students to Study Abroad | Ubergrad and enter your details along with an estimate of GRE Score . They will provide you with a detailed list Continue ReadingWith a lower CGPA than yours and a decent GRE score of 324 , I was able to get calls from 3 out of five European universities which I applied to. (Maastricht, Antwerp, Bordeaux) So, yes. Of course you can get a more than decent university. Research papers in the field you intend to study help a lot. Getting a good admit is about your entire profile and it already seems quite strong. I suggest you use the free account on Overseas Education - Online platform for students to Study Abroad | Ubergrad and enter your details along with an estimate of GRE Score . They will provide you with a detailed list of universities, which are safe, moderate and ambitious as per your profile. (Only US Universities). Good luck. P.S. 7.6 is not low my friend. :) "
1332,SRM-Institute-of-Science-and-Technology-1,I have a B.tech Computer science from SRM university? Can I do MS abroad?,21,4,21/4,Yes,Followed,2017-06-15,https://www.quora.com/I-have-a-B-tech-Computer-science-from-SRM-university-Can-I-do-MS-abroad,"The answer to your question is “YES”. Highly selective universities look for more than just good grades. They look for well-rounded future students, and especially those who add something really special to the university experience. Maybe you’re outstanding at sports – the more prestigious your wins the better. Applying for MS in top universities does not consider only one score. 1. Your GRE score2. Your English scores, IELTS/TOFEL3. Your CGPA in undergrad4. Statement of Purpose(Sop)5. Letter of recommendation6. Additional weight for academic research work done. For more details on what admis Continue ReadingThe answer to your question is “YES”. Highly selective universities look for more than just good grades. They look for well-rounded future students, and especially those who add something really special to the university experience. Maybe you’re outstanding at sports – the more prestigious your wins the better. Applying for MS in top universities does not consider only one score. 1. Your GRE score2. Your English scores, IELTS/TOFEL3. Your CGPA in undergrad4. Statement of Purpose(Sop)5. Letter of recommendation6. Additional weight for academic research work done. For more details on what admission committee looks for, please visit PlanAll - MS - What the admissions committee looks for? "
1333,SRM-Institute-of-Science-and-Technology-1,Does Maruti Suzuki recruit from the SRM University?,2,1,2/1,No,Followed,2018-12-22,https://www.quora.com/Does-Maruti-Suzuki-recruit-from-the-SRM-University,"Hello. To simply put it, there are no students from the 2018 batch that joined MSIL with me from SRM. To elaborate it, no, as of now MSIL doesn’t recruit from SRM University. Hope that answers your question. Maybe in the future they ( HR at MSIL ) could recruit from SRM University! "
1334,SRM-Institute-of-Science-and-Technology-1,"Which is better, Manipal or SRM?",1,1,1/1,No,Followed,2018-12-21,https://www.quora.com/Which-is-better-Manipal-or-SRM-1,"If somebody compares between these two universities then regarding placement and future manipal university would be far far better than SRM. However fees are high at manipal but one shouldn't compromise his future because of the college fees. If you are getting fine branches like mechnaical,electronics,CS/IT then just opt for it closing your eyes. Further your decision.Have a great future. "
1335,SRM-Institute-of-Science-and-Technology-1,Will there be any concession in my tuition fees if I am moving from SRM KTR to SRM NCR from my second year onwards?,1,3,1/3,No,Followed,2018-12-21,https://www.quora.com/Will-there-be-any-concession-in-my-tuition-fees-if-I-am-moving-from-SRM-KTR-to-SRM-NCR-from-my-second-year-onwards,"You could talk to the admissions office or the E&T Admin. office and Director’s office in UB, KTR. Each case differs and as anyone else didn’t get a concession doesn’t imply the same for you and vice versa. All depends on how good you’ll be able in convincing the management about your reason to move. Before moving to NCR, please do remember that KTR offers best of SRM in all perspectives. "
1336,SRM-Institute-of-Science-and-Technology-1,Will there be any concession in my tuition fees if I am moving from SRM KTR to SRM NCR from my second year onwards?,1,3,1/3,No,Followed,2018-12-21,https://www.quora.com/Will-there-be-any-concession-in-my-tuition-fees-if-I-am-moving-from-SRM-KTR-to-SRM-NCR-from-my-second-year-onwards,"Hey. When i was in NCR Campus, there were a few of my friends who got transferred here. It is a long process and thus takes time. There should be a valid reason to justify your transfer. but on a longer term, KTR is better and helps you with placements. NCR Campus students are not treated well and there’s a lot of partiality. Hope it clears your doubts! "
1337,SRM-Institute-of-Science-and-Technology-1,"Which one is the SRM NCR campus, Sonepat or Gaziabad?",0,1,0/1,No,Requested,2018-12-17,https://www.quora.com/Which-one-is-the-SRM-NCR-campus-Sonepat-or-Gaziabad,"SRM University NCR Campus is the Ghaziabad one. it is affiliated to SRM University. all your marksheets and degree certificate will come from SRM University, Chennai. Whereas, SRM Sonepat is affiliated to MDU (Maharishi Dayanand Univeristy), Haryana as any university opened in Haryana has to be under MDU For the first 3 years and then only they can apply for deemed status. so, after 3 years only they can apply for deemed status and it has been only a year since their inception. Hope it clears all your doubts. "
1338,SRM-Institute-of-Science-and-Technology-1,I am doing my btech in SRM IST KTR and my institution offers intern for all 8 semesters so will I be able to join ZOHO University?,1,1,1/1,No,Followed,2018-12-15,https://www.quora.com/I-am-doing-my-btech-in-SRM-IST-KTR-and-my-institution-offers-intern-for-all-8-semesters-so-will-I-be-able-to-join-ZOHO-University,"At first, I would like to provide you some info on what Zoho University is actually. It is a program for students between 10th grade to 12th grade onlyFor students who are ready to take up Zoho as their career destination for almost their rest of lifeIt will be a paid training program and you will be given almost all the perks of an employeeAfter few years they identify your expertise and give a full time role in that domainSo, considering your current position it is not advisable to go ahead with Zoho University as you will get no paper degree and graduate status. You can try for internships at Zoho. Hope it helps! All the best! "
1339,SRM-Institute-of-Science-and-Technology-1,Would questions be repeated from the previous question papers in the SRMJEE 2019?,2,2,2/2,No,Followed,2018-12-20,https://www.quora.com/Would-questions-be-repeated-from-the-previous-question-papers-in-the-SRMJEE-2019,"The pattern will be and the popular type of questions [for P/C/M] could be repeated. In fact, it happens for all entrance tests including JEE,BITSAT,MU-OET etc. The pattern will repeat and is provided in SRM’s website. Download that and go through the pattern thoroughly. Practice those topics again and again. After all, any entrance test is about speed rather than explanation. So, try to prepare in this manner. "
1340,SRM-Institute-of-Science-and-Technology-1,Would questions be repeated from the previous question papers in the SRMJEE 2019?,2,2,2/2,No,Followed,2018-12-20,https://www.quora.com/Would-questions-be-repeated-from-the-previous-question-papers-in-the-SRMJEE-2019,The values may be changed but the pattern will be same 
